id,file_path,image_filename,inventory_number,title_fr,title_en,location,country_fr,country_en,m49code,alpha2,iso3,operator,author,mission,date,theme,sub_theme,description,domain,process,support,denomination,format,dimensions,ownership,license,page_url,image_url,filepath
23,images_by_location/ZakhoZakho_Irak/A54252S_metadata.json,A54252S.jpeg,A54252S,Femme Kurde,Kurdish Woman,"ZakhoZakho, Irak",Irak,Iraq,368,IQ,IRQ,"Gadmer, Frédéric",,"1927 - Irak, Iran (Perse) - Frédéric Gadmer - (3 avril-1er juillet)",,Etres humainsHabillementEtres humains,FemmeCostumePortrait,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),"https://collections.albert-kahn.hauts-de-seine.fr/document/femme-kurde/617a7a3acf8b8968b333fd2e?filtrerParThme%5B0%5D=Etres%20humains&filtrerParSousthme%5B0%5D=Femme&wm=1&filtrerParMission%5B0%5D=1927%20-%20Irak,%20Iran%20%28Perse%29%20-%20Fr%C3%A9d%C3%A9ric%20Gadmer%20-%20%283%20avril-1er%20juillet%29&pos=52&pgn=3",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/616403f951e08207930d5e73.jpeg,images/IRQ/albert_kahn/616403f951e08207930d5e73.jpeg
24,images_by_location/Port-SaïdArménie_en_relation_avecPort-Saïd_Egypte/A15863_metadata.json,A15863.jpeg,A15863,Groupe De Refugies Armeniens Devant Une Tente Du Campement,Group Of Armenian Refugees In Front Of A Tent In The Camp,"Port-SaïdArménie [en relation avec]Port-Saïd, Egypte, Afrique",Afrique,Egypt,818,EG,EGY,"Castelnau, Paul",,"1918 - Proche Orient, Egypte, Palestine, Chypre - Paul Castelnau (Section Photographique des Armées) - (9 janvier-6 octobre)",,Etres humainsHabillementSociétéEtres humainsEtres humainsEtres humains,FemmeCostumeMinorité ethniqueTenteEnfantPortrait de groupeCampementHomme,,Images fixes,Autochrome,Verre,Autochrome,Horizontal,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/groupe-de-refugies-armeniens-devant-une-tente-du-campement/617a7a44cf8b8968b33852ab?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1918%20-%20Proche%20Orient,%20Egypte,%20Palestine,%20Chypre%20-%20Paul%20Castelnau%20%28Section%20Photographique%20des%20Arm%C3%A9es%29%20-%20%289%20janvier-6%20octobre%29&pos=30&pgn=1",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/6164600251e082079310c4c5.jpeg,images/EGY/albert_kahn/6164600251e082079310c4c5.jpeg
25,images_by_location/AssouanEnvirons_dAssouan_Egypte_Afrique/A15948_metadata.json,A15948.jpeg,A15948,Portrait D Une Femme Nubienne,Portrait Of A Nubian Woman,"AssouanEnvirons d'Assouan, Egypte, Afrique",Afrique,Egypt,818,EG,EGY,"Castelnau, Paul",,"1918 - Proche Orient, Egypte, Palestine, Chypre - Paul Castelnau (Section Photographique des Armées) - (9 janvier-6 octobre)",,Etres humainsHabillementEtres humains,FemmeCostumePortraitBijou,,Images fixes,Autochrome,Verre,Autochrome,Vertical,,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/portrait-d-une-femme-nubienne/617a7a44cf8b8968b33853c7?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1918%20-%20Proche%20Orient,%20Egypte,%20Palestine,%20Chypre%20-%20Paul%20Castelnau%20%28Section%20Photographique%20des%20Arm%C3%A9es%29%20-%20%289%20janvier-6%20octobre%29&pos=42&pgn=2",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61649e6251e0820793132a86.jpeg,images/EGY/albert_kahn/61649e6251e0820793132a86.jpeg
26,images_by_location/AmritsarTibet_en_relation_avecAmritsar_Indes/A70698X_metadata.json,A70698X.jpeg,A70698X,Groupe De Tibetains Pres Du Temple D Or,Group Of Tibetans Near The Golden Temple,"AmritsarTibet [en relation avec]Amritsar, Indes",Indes,India,356,IN,IND,"Passet, Stéphane",,"1913-1914 - Inde, Pakistan - Stéphane Passet - (16 décembre-29 janvier)",,Etres humainsHabillementPersonnalitéReligionReligionEtres humainsEtres humainsEtres humains,FemmeCostumePersonnalité religieuseTempleBouddhisme de rite tibétainSikhismeEnfantPortrait de groupeHomme,,Images fixes,Autochrome,Verre,Autochrome,Horizontal,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/groupe-de-tibetains-pres-du-temple-d-or/617a7a3ecf8b8968b3359ce4?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1913-1914%20-%20Inde,%20Pakistan%20-%20St%C3%A9phane%20Passet%20-%20%2816%20d%C3%A9cembre-29%20janvier%29&pos=19&pgn=1",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/6164487f51e08207930fe69b.jpeg,images/IND/albert_kahn/6164487f51e08207930fe69b.jpeg
27,images_by_location/Le_CaireLe_Caire_Egypte_Afrique/A3588_metadata.json,A3588.jpeg,A3588,Trois Femmes Arabes Portant Le Voile,Three Arab Women Wearing Veils,"Le CaireLe Caire, Egypte, Afrique",Afrique,Egypt,818,EG,EGY,"Léon, Auguste",,1914 - Egypte - Auguste Léon  - (janvier-février),,Etres humainsHabillementReligionEtres humains,FemmeCostumeIslamPortrait de groupe,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,https://collections.albert-kahn.hauts-de-seine.fr/document/trois-femmes-arabes-portant-le-voile/617a7a44cf8b8968b33851a8?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1914%20-%20Egypte%20-%20Auguste%20L%C3%A9on%20%20-%20%28janvier-f%C3%A9vrier%29&pos=11&pgn=0,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61648b7151e0820793126e58.jpeg,images/EGY/albert_kahn/61648b7151e0820793126e58.jpeg
28,images_by_location/Chine_en_relation_avec_laPort-SaïdPort-Saïd_Egypte/A15847_metadata.json,A15847.jpeg,A15847,Travailleurs Chinois En Plein Repas Dans Leur Campement,Chinese Workers Eating A Meal In Their Camp,"Chine [en relation avec la]Port-SaïdPort-Saïd, Egypte, Afrique",Afrique,Egypt,818,EG,EGY,"Castelnau, Paul",,"1918 - Proche Orient, Egypte, Palestine, Chypre - Paul Castelnau (Section Photographique des Armées) - (9 janvier-6 octobre)",,HabillementSociétéEtres humainsEtres humains,RizCostumeMinorité ethniqueTentePortrait de groupeCampementHomme,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/travailleurs-chinois-en-plein-repas-dans-leur-campement/617a7a3fcf8b8968b336ac49?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParMission%5B0%5D=1918%20-%20Proche%20Orient,%20Egypte,%20Palestine,%20Chypre%20-%20Paul%20Castelnau%20%28Section%20Photographique%20des%20Arm%C3%A9es%29%20-%20%289%20janvier-6%20octobre%29&pos=115&pgn=7",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61645d9a51e082079310ad39.jpeg,images/EGY/albert_kahn/61645d9a51e082079310ad39.jpeg
29,images_by_location/al-QuwayrahQuweira_Arabie_actuelle_Jordanie/A15502_metadata.json,A15502.jpeg,A15502,Combattant Druze Des Forces Arabes Du Royaume Du Hedjaz,Druze Fighter Of The Arab Forces Of The Kingdom Of Hejaz,"al-QuwayrahQuweira, Arabie (actuelle Jordanie)",Arabie (actuelle Jordanie),Jordan,400,JO,JOR,"Castelnau, Paul",,"1918 - Proche Orient, Egypte, Palestine, Chypre - Paul Castelnau (Section Photographique des Armées) - (9 janvier-6 octobre)",,HabillementHDEtres humainsHabillementEtres humains,"Costumeexiste en haute définition (saisie depuis Fakir, avant 2020)PortraitAccessoireCeintureCoiffure / couvre-chefHomme",,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/combattant-druze-des-forces-arabes-du-royaume-du-hedjaz/617a7a3acf8b8968b333ff35?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParMission%5B0%5D=1918%20-%20Proche%20Orient,%20Egypte,%20Palestine,%20Chypre%20-%20Paul%20Castelnau%20%28Section%20Photographique%20des%20Arm%C3%A9es%29%20-%20%289%20janvier-6%20octobre%29&pos=65&pgn=4",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/63/6163f4b151e08207930ccc32.jpeg,images/JOR/albert_kahn/6163f4b151e08207930ccc32.jpeg
30,images_by_location/GhazniGhazni_Afghanistan/Marchand_de_thé_au_bazar_metadata.json,Marchand_de_thé_au_bazar.jpeg,A57778S,Marchand de thé au bazar ,Tea merchant in the bazaar,"GhazniGhazni, Afghanistan",Afghanistan,Afghanistan,4,AF,AFG,"Gadmer, Frédéric",Soumis au droit d'auteur opérateur - salarié,"1928 - Afghanistan, mission d'étude des chemins de fer -  Frédéric Gadmer, Michel Clemenceau - (24 juillet-24 octobre)",,Etres humainsHabillementVie quotidienneEtres humainsActivite économiqueEtres humains,FemmeCostumeThéAlimentationPortraitCoiffure / couvre-chefCafé / barRestauration / hôtellerieHomme,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),"https://collections.albert-kahn.hauts-de-seine.fr/document/marchand-de-the-au-bazar/617a7a3acf8b8968b333cc19?filtrerParMission%5B0%5D=1928%20-%20Afghanistan,%20mission%20d%27%C3%A9tude%20des%20chemins%20de%20fer%20-%20%20Fr%C3%A9d%C3%A9ric%20Gadmer,%20Michel%20Clemenceau%20-%20%2824%20juillet-24%20octobre%29&filtrerParThme%5B0%5D=Etres%20humains&filtrerParSousthme%5B0%5D=Femme&pos=11&pgn=0",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/6164905451e0820793129f16.jpeg,images/AFG/albert_kahn/6164905451e0820793129f16.jpeg
31,images_by_location/GhazniGhazni_Afghanistan/A57778S_metadata.json,A57778S.jpeg,A57778S,Marchand De The Au Bazar,Tea Merchant In The Bazaar,"GhazniGhazni, Afghanistan",Afghanistan,Afghanistan,4,AF,AFG,"Gadmer, Frédéric",,"1928 - Afghanistan, mission d'étude des chemins de fer -  Frédéric Gadmer, Michel Clemenceau - (24 juillet-24 octobre)",,Etres humainsHabillementVie quotidienneEtres humainsActivite économiqueEtres humains,FemmeCostumeThéAlimentationPortraitCoiffure / couvre-chefCafé / barRestauration / hôtellerieHomme,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),"https://collections.albert-kahn.hauts-de-seine.fr/document/marchand-de-the-au-bazar/617a7a3acf8b8968b333cc19?filtrerParThme%5B0%5D=Etres%20humains&wm=0&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1928%20-%20Afghanistan,%20mission%20d%27%C3%A9tude%20des%20chemins%20de%20fer%20-%20%20Fr%C3%A9d%C3%A9ric%20Gadmer,%20Michel%20Clemenceau%20-%20%2824%20juillet-24%20octobre%29&pos=11&pgn=0",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/6164905451e0820793129f16.jpeg,images/AFG/albert_kahn/6164905451e0820793129f16.jpeg
32,images_by_location/GhazniGhazni_Afghanistan/A57844S_metadata.json,A57844S.jpeg,A57844S,Afghanistan Ghazni Famille De Nomades Tribu De Niazi,Afghanistan Ghazni Family Of Nomads Niazi Tribe,"GhazniGhazni, Afghanistan",Afghanistan,Afghanistan,4,AF,AFG,"Gadmer, Frédéric",,"1928 - Afghanistan, mission d'étude des chemins de fer -  Frédéric Gadmer, Michel Clemenceau - (24 juillet-24 octobre)",,Etres humainsAnimalHabillementSociétéEtres humainsEtres humains,FemmeAnimal réelCostumeMinorité ethniqueNomadeBroderiePortrait de groupeFamilleAneHomme,,Images fixes,Autochrome,Verre,Autochrome,,,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),"https://collections.albert-kahn.hauts-de-seine.fr/document/afghanistan-ghazni-famille-de-nomades-tribu-de-niazi/617a7a3acf8b8968b333cc29?filtrerParThme%5B0%5D=Etres%20humains&wm=0&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1928%20-%20Afghanistan,%20mission%20d%27%C3%A9tude%20des%20chemins%20de%20fer%20-%20%20Fr%C3%A9d%C3%A9ric%20Gadmer,%20Michel%20Clemenceau%20-%20%2824%20juillet-24%20octobre%29&pos=14&pgn=0",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/6164042b51e08207930d6055.jpeg,images/AFG/albert_kahn/6164042b51e08207930d6055.jpeg
33,images_by_location/BariBari_Italie/A2672X_metadata.json,A2672X.jpeg,A2672X,Cour D Un Immeuble,Courtyard Of A Building,"BariBari, Italie",Italie,Italy,380,IT,ITA,"Léon, Auguste",,"1913 - Balkans, Italie -  Jean Brunhes et Auguste Léon - (septembre - 23 octobre)",,Etres humainsHabillementEtres humainsHabitat / Architecture,FemmeCostumeEscalierPlante grasseFiguier de BarbarieEnfantHabitationLégumeCour,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/cour-d-un-immeuble/617a7a43cf8b8968b337e650?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1913%20-%20Balkans,%20Italie%20-%20%20Jean%20Brunhes%20et%20Auguste%20L%C3%A9on%20-%20%28septembre%20-%2023%20octobre%29&pos=45&pgn=2",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/616414d251e08207930dfaef.jpeg,images/ITA/albert_kahn/616414d251e08207930dfaef.jpeg
34,images_by_location/RakospalotaEnvirons_de_Budapest_Hongrie/A1780_metadata.json,A1780.jpeg,A1780,Habitants De Rakospalota,Inhabitants Of Rakospalota,"RakospalotaEnvirons de Budapest, Hongrie",Hongrie,Hungary,348,HU,HUN,"Léon, Auguste",,1913 - Balkans - Jean Brunhes et Auguste Léon - (23 avril - 9 juin),,Etres humainsHabillementEtres humainsEtres humainsVie quotidienne,FemmeCostumeEnfantPortrait de groupeVie domestique,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,https://collections.albert-kahn.hauts-de-seine.fr/document/habitants-de-rakospalota/617a7a41cf8b8968b337688a?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1913%20-%20Balkans%20-%20Jean%20Brunhes%20et%20Auguste%20L%C3%A9on%20-%20%2823%20avril%20-%209%20juin%29&pos=54&pgn=3,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61649f0f51e082079313313a.jpeg,images/HUN/albert_kahn/61649f0f51e082079313313a.jpeg
35,images_by_location/Asama-onsenAsama-Onsen_environs_de_Matsumoto_Japon/Dévidage_des_cocons_de_soie_au_grand_dévidoir_metadata.json,Dévidage_des_cocons_de_soie_au_grand_dévidoir.jpeg,A56116S,Dévidage des cocons de soie au grand dévidoir ,Unwinding silk cocoons on the large reeling machine,"Asama-onsenAsama-Onsen, environs de Matsumoto, Japon",Japon,Japan,392,JP,JPN,"Dumas, Roger",Soumis au droit d'auteur opérateur - salarié,1926 -1927 - Japon - Roger Dumas,,Etres humainsHabillementActivite économiqueVie quotidienneHDEtres humainsVie quotidienneEtres humainsHabitat / ArchitectureHabitat / ArchitectureHabillementActivite économiqueEtres humains,"FemmeCostumeAgriculture / élevageScène de travailSéricicultureexiste en haute définition (saisie depuis Fakir, avant 2020)EnfantVie ruralePortrait de groupeArchitecture ruraleHabitationVêtement de travailArtisanatHomme",,Images fixes,Autochrome,Verre,Autochrome,Horizontal,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),https://collections.albert-kahn.hauts-de-seine.fr/document/devidage-des-cocons-de-soie-au-grand-devidoir/617a7a3ecf8b8968b335bde3?filtrerParThme%5B0%5D=Etres%20humains&filtrerParSousthme%5B0%5D=Femme&wm=1&filtrerParMission%5B0%5D=1926%20-1927%20-%20Japon%20-%20Roger%20Dumas&pos=2&pgn=0,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61643c2a51e08207930f7179.jpeg,images/JPN/albert_kahn/61643c2a51e08207930f7179.jpeg
36,images_by_location/Asama-onsenAsama-Onsen_environs_de_Matsumoto_Japon/A56116S_metadata.json,A56116S.jpeg,A56116S,Devidage Des Cocons De Soie Au Grand Devidoir,Unwinding Silk Cocoons On The Large Reeling Machine,"Asama-onsenAsama-Onsen, environs de Matsumoto, Japon",Japon,Japan,392,JP,JPN,"Dumas, Roger",,1926 -1927 - Japon - Roger Dumas,,Etres humainsHabillementActivite économiqueVie quotidienneHDEtres humainsVie quotidienneEtres humainsHabitat / ArchitectureHabitat / ArchitectureHabillementActivite économiqueEtres humains,"FemmeCostumeAgriculture / élevageScène de travailSéricicultureexiste en haute définition (saisie depuis Fakir, avant 2020)EnfantVie ruralePortrait de groupeArchitecture ruraleHabitationVêtement de travailArtisanatHomme",,Images fixes,Autochrome,Verre,Autochrome,Horizontal,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),https://collections.albert-kahn.hauts-de-seine.fr/document/devidage-des-cocons-de-soie-au-grand-devidoir/617a7a3ecf8b8968b335bde3?filtrerParThme%5B0%5D=Etres%20humains&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1926%20-1927%20-%20Japon%20-%20Roger%20Dumas&pos=2&pgn=0,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61643c2a51e08207930f7179.jpeg,images/JPN/albert_kahn/61643c2a51e08207930f7179.jpeg
37,images_by_location/La_RochelleLa_Rochelle_France/A27192_metadata.json,A27192.jpeg,A27192,Madame Bonnet Portant La Coiffe Rochelaise,Madame Bonnet Wearing The La Rochelle Headdress,"La RochelleLa Rochelle, France",France,France,250,FR,FRA,"Cuville, Fernand",,"1920-1921 - Charente, Gironde, Basse-Pyrénées, Hautes Pyrénées - Fernand Cuville",,Etres humainsHabillementEtres humainsHabillement,FemmeCostumeBroderiePortraitAccessoireBijouCoiffure / couvre-chef,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/madame-bonnet-portant-la-coiffe-rochelaise/617a7a46cf8b8968b3389d94?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1920-1921%20-%20Charente,%20Gironde,%20Basse-Pyr%C3%A9n%C3%A9es,%20Hautes%20Pyr%C3%A9n%C3%A9es%20-%20Fernand%20Cuville&pos=12&pgn=0",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/63/6163eba651e08207930c74a1.jpeg,images/FRA/albert_kahn/6163eba651e08207930c74a1.jpeg
38,images_by_location/CorfouEnvirons_de_Corfou_Grèce/A2682_metadata.json,A2682.jpeg,A2682,Groupe De Femmes Et Enfants Avec Un Cheval Sur La Route,Group Of Women And Children With A Horse On The Road,"CorfouEnvirons de Corfou, Grèce",Grèce,Greece,300,GR,GRC,"Léon, Auguste",,"1913 - Balkans, Italie -  Jean Brunhes et Auguste Léon - (septembre - 23 octobre)",,TransportEtres humainsAnimalHabillementEtres humainsEtres humains,Transport animalChevalFemmeAnimal réelCostumeEnfantPortrait de groupeCoiffure / couvre-chef,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,"https://collections.albert-kahn.hauts-de-seine.fr/document/groupe-de-femmes-et-enfants-avec-un-cheval-sur-la-route/617a7a3dcf8b8968b334f044?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1913%20-%20Balkans,%20Italie%20-%20%20Jean%20Brunhes%20et%20Auguste%20L%C3%A9on%20-%20%28septembre%20-%2023%20octobre%29&pos=37&pgn=2",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61643f0851e08207930f8f95.jpeg,images/GRC/albert_kahn/61643f0851e08207930f8f95.jpeg
39,images_by_location/Saint-Jacques-de-CompostellePadrónDe_Santiago_à_Pa/A10786_metadata.json,A10786.jpeg,A10786,Deux Jeunes Filles En Costume La Plus Agee En Costume Gallego Galicien La Petite En Habit De La Montagne,"Two Young Girls In Costume: The Older One In Galician Costume, The Younger One In Mountain Dress","Saint-Jacques-de-CompostellePadrónDe Santiago à Padron, Espagne",Espagne,Spain,724,ES,ESP,"Chevalier, Georges",,1917 - Espagne - Jean Brunhes et Georges Chevalier - (27 avril-29 mai),,Etres humainsHabillementEtres humainsEtres humains,FemmeCostumeEnfantPortrait,,Images fixes,Autochrome,Verre,Autochrome,,,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),https://collections.albert-kahn.hauts-de-seine.fr/document/deux-jeunes-filles-en-costume-la-plus-agee-en-costume-gallego-galicien-la-petite-en-habit-de-la-montagne/617a7a3fcf8b8968b3368020?filtrerParThme%5B0%5D=Etres%20humains&wm=0&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1917%20-%20Espagne%20-%20Jean%20Brunhes%20et%20Georges%20Chevalier%20-%20%2827%20avril-29%20mai%29&pos=7&pgn=0,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/6164988951e082079312f1d9.jpeg,images/ESP/albert_kahn/6164988951e082079312f1d9.jpeg
40,images_by_location/An-NajafNedjef_Irak/A53979S_metadata.json,A53979S.jpeg,A53979S,Portrait De Deux Imams,Portrait Of Two Imams,"An-NajafNedjef, Irak",Irak,Iraq,368,IQ,IRQ,"Gadmer, Frédéric",,"1927 - Irak, Iran (Perse) - Frédéric Gadmer - (3 avril-1er juillet)",,HabillementPersonnalitéReligionHDEtres humainsEtres humains,"CostumePersonnalité religieuseIslamexiste en haute définition (saisie depuis Fakir, avant 2020)Portrait de groupeBalcon / loggiaPorteMarquetterieHomme",,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),"https://collections.albert-kahn.hauts-de-seine.fr/document/portrait-de-deux-imams/617a7a3acf8b8968b333ec5a?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParMission%5B0%5D=1927%20-%20Irak,%20Iran%20%28Perse%29%20-%20Fr%C3%A9d%C3%A9ric%20Gadmer%20-%20%283%20avril-1er%20juillet%29&pos=57&pgn=3",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/61640b3651e08207930da211.jpeg,images/IRQ/albert_kahn/61640b3651e08207930da211.jpeg
41,images_by_location/VicenceVicence_Italie/A19240_metadata.json,A19240.jpeg,A19240,Portait D Une Jeune Femme Italienne,Portrait Of A Young Woman Italian Woman,"VicenceVicence, Italie",Italie,Italy,380,IT,ITA,"Cuville, Fernand",,1918 - Italie - Fernand Cuville - (mars-août),,Etres humainsHabillementEtres humains,FemmeCostumePortrait,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,https://collections.albert-kahn.hauts-de-seine.fr/document/portait-d-une-jeune-femme-italienne/617a7a43cf8b8968b337e755?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1918%20-%20Italie%20-%20Fernand%20Cuville%20-%20%28mars-ao%C3%BBt%29&pos=2&pgn=0,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/616491e851e082079312b063.jpeg,images/ITA/albert_kahn/616491e851e082079312b063.jpeg
42,images_by_location/VicenceVicence_Italie/A19391_metadata.json,A19391.jpeg,A19391,Portait De Mlle Maria Carmignato,Portrait of Miss Maria Carmignato,"VicenceVicence, Italie",Italie,Italy,380,IT,ITA,"Cuville, Fernand",,1918 - Italie - Fernand Cuville - (mars-août),,Etres humainsHabillementEtres humains,FemmeCostumePortraitCoiffure / couvre-chef,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-00) - Domaine Public,https://collections.albert-kahn.hauts-de-seine.fr/document/portait-de-mlle-maria-carmignato/617a7a43cf8b8968b337e950?filtrerParThme%5B0%5D=Etres%20humains&wm=1&filtrerParSousthme%5B0%5D=Femme&filtrerParMission%5B0%5D=1918%20-%20Italie%20-%20Fernand%20Cuville%20-%20%28mars-ao%C3%BBt%29&pos=8&pgn=0,https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/63/6163e99551e08207930c607e.jpeg,images/ITA/albert_kahn/6163e99551e08207930c607e.jpeg
43,images_by_location/DolfaArménie_en_relation_avecDjolfa_Perse/A53142_metadata.json,A53142.jpeg,A53142,Jeune Femme Armenienne En Costume,Young Armenian Woman in Costume,"DolfaArménie [en relation avec]Djolfa, Perse",Perse,Persia (Iran),364,IR,IRN,"Gadmer, Frédéric",,"1927 - Irak, Iran (Perse) - Frédéric Gadmer - (3 avril-1er juillet)",,Etres humainsHabillementEtres humains,FemmeCostumePortraitCoiffure / couvre-chef,,Images fixes,Autochrome,Verre,Autochrome,Vertical,Taille 9 x 12,"Département des Hauts-de-Seine, musée Albert-Kahn",Librement réutilisable (CC-BY-4.0),"https://collections.albert-kahn.hauts-de-seine.fr/document/jeune-femme-armenienne-en-costume/617a7a3acf8b8968b333e5f6?filtrerParThme%5B0%5D=Etres%20humains&filtrerParSousthme%5B0%5D=Femme&wm=1&filtrerParMission%5B0%5D=1927%20-%20Irak,%20Iran%20%28Perse%29%20-%20Fr%C3%A9d%C3%A9ric%20Gadmer%20-%20%283%20avril-1er%20juillet%29&pos=57&pgn=3",https://collections.albert-kahn.hauts-de-seine.fr/media/cache/big/61/64/616402e851e08207930d544b.jpeg,images/IRN/albert_kahn/616402e851e08207930d544b.jpeg
